unit_id	source_id	kind	label	source_location	source_data	route	action	search_key	mapping_hint	mapping_record
FC08-C16-U043	FC08	Definition/convention — volume-increasing	Definition/convention — volume-increasing	Ch. 16, § The Divergence Theorem; source L12728	The term “divergence” is used because of the following geometric interpretation. A smooth flow θ on M is said to be volume-preserving if for every compact regular domain D, we have Vol ( θ _t ( D ) ) = V o l ( D ) whenever the domain of θ _t contains D. It is called volume-increasing, volume-decreasing, volume-nonincreasing, or volume-nondecreasing if for every such D, Vol ( θ _t ( D ) ) is strictly increasing, strictly decreasing, nonincreasing, or nondecreasing, respectively, as a function of t. Note that the properties of flow domains ensure that if D is contained in the domain of θ _t for some t , then the same is true for all times between 0 and t .	unmatched	search	/convention — volume-increasing	volume-monotonicity terminology for flows lacks the Riemannian volume measure bridge	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U045	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 16, § Surface Integrals; source L12794	Now suppose S ⊆ M is a compact 2-dimensional submanifold with or without boundary, and N is a smooth unit normal vector field along S. Let dA denote the Riemannian volume form on S with respect to the induced metric iota _S * g and the orientation determined by N , so that d A = iota _S * ( N lrcorner d V _g ) by Proposition 15.32. (See Fig. 16.16.) For any smooth vector field X defined on M; the surface integral of X over S (with respect to the given choice of unit normal field) is defined as	unmatched	search	/convention — source terminology/construction	surface-flux integral definition remains blocked by induced Riemannian volume-form integration	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U047	FC08	Definition/convention — objects	Definition/convention — objects	Ch. 16, § Densities; source L12841	In the theory of integration of differential forms, the crucial place where orientations entered the picture was in our proof of the diffeomorphism-invariance of the integral (Proposition 16.1), because the transformation law for an n-form on an n-manifold under a change of coordinates involves the Jacobian determinant of the transition map, while the transformation law for integrals involves the absolute value of the determinant. We had to restrict attention to orientation-preserving diffeomorphisms so that we could freely remove the absolute value signs. In this section we define objects whose transformation law involves the absolute value of the determinant, so that we no longer have this sign problem.	mathlib	reuse	/convention — objects	determinant-versus-absolute-determinant motivation is already explicit in Mathlib's change-of-variables API	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U048	FC08	Definition/convention — density	Definition/convention — density	Ch. 16, § Densities; source L12843	We begin, as always, in the linear-algebraic setting. Let V be an n-dimensional vector space. A density on V is a function	unmatched	search	/convention — density	linear density type with absolute-determinant covariance is absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U049	FC08	Definition/convention — density	Definition/convention — density	Ch. 16, § Densities; source L12855	(Compare this with the corresponding formula (14.2) for n-forms.) Observe that a density is not a tensor, because it is not linear over R in any of its arguments. Let D ( V ) denote the set of all densities on V .	unmatched	search	/convention — density	density-space notation/nonlinearity remarks depend on the absent U048 object	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U051	FC08	Definition/convention — positive density	Definition/convention — positive density	Ch. 16, § Densities; source L12903	A positive density on V is a density μ satisfying μ ( v _1 , … , v _n ) > 0 whenever ( v _1 , … , v _n ) is a linearly independent n-tuple. A negative density is defined similarly. If ! is a nonzero element of Lambda ^n ( V * ) , then it is clear that ! is a positive density; more generally, a density c ∣ ω ∣ is positive, negative, or zero if and only if c has the same property. Thus, each density on V is either positive, negative, or zero, and the set of positive densities is a convex subset of D ( V ) (namely, a half-line).	unmatched	search	/convention — positive density	positive/negative density predicates remain absent with U048	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U052	FC08	Construction/definition — density bundle of M	Construction/definition — density bundle of M	Ch. 16, § Densities; source L12905	Now let M be a smooth manifold with or without boundary. The set D M = coprod_p ∈ M D (T _p M) is called the density bundle of M . Let π : D M → M be the natural projection map taking each element of D ( T _p M ) to p .	unmatched	search	/definition — density bundle of M	manifold density bundle construction is absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U054	FC08	Definition/convention — density	Definition/convention — density	Ch. 16, § Densities; source L12937	If M is a smooth n-manifold with or without boundary, a section of D M is called a density on M . (One might choose to call such a section a “density field” to distinguish it from a density on a vector space, but we do not do so.) If μ is a density and f is a continuous real-valued function, then f μ is again a density, which is smooth if both f and μ are. A density on M is said to be positive or negative if its value at each point has that property. Any nonvanishing n-form ! determines a positive density ∣ ω ∣ , defined by ∣ ω ∣ _p = ∣ ω _p ∣ for each p ∈ M . If ω is a nonvanishing n-form on an open subset U ⊆ M ; then any density μ on U can be written μ = f ∣ ω ∣ for some real-valued function f	unmatched	search	/convention — density	manifold density sections/positivity and local top-form trivialization remain absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U056	FC08	Definition/convention — density F *	Definition/convention — density F *	Ch. 16, § Densities; source L12947	Under smooth maps, densities pull back in the same way as differential forms. If F : M → N is a smooth map between n-manifolds (with or without boundary) and μ is a density on N , we define a density F * μ on M by (F * μ) _p (v _1, … , v _n) = mu_F (p) (d F _p (v _1), … , d F _p (v _n) ).	unmatched	search	/convention — density F *	pullback of manifold densities remains absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U059	FC08	Definition/convention — integral of	Definition/convention — integral of	Ch. 16, § Densities; source L12981	Now we turn to integration. As we did with forms, we begin by defining integrals of densities on subsets of ℝ ^n . If D ⊆ ℝ ^n is a domain of integration and μ is a density on bar(D) , we can write μ = f ∣ d x ^1 ∧ ·s ∧ d x ^n ∣ for some uniquely determined continuous function f : bar(D) → ℝ . We define the integral of μ over D by int_D μ = int_D f d V,	unmatched	search	/convention — integral of	Euclidean density integral remains absent as a density-specific interface	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U060	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 16, § Densities; source L12993	Similarly, if U is an open subset of ℝ ^n or ℍ ^n and μ is compactly supported in U , we define	unmatched	search	/convention — source terminology/construction	compactly-supported density integral on open Euclidean/half-space domains remains absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U062	FC08	Definition/convention — density	Definition/convention — density	Ch. 16, § Densities; source L13009	Now let M be a smooth n-manifold (with or without boundary). If μ is a density on M whose support is contained in the domain of a single smooth chart ( U , φ ) , the integral of μ over M is defined as	unmatched	search	/convention — density	manifold density integral remains absent	chapter-16-integration-on-manifolds-fc08.md
FC08-C16-U065	FC08	Convention/notation — source terminology/construction	Convention/notation — source terminology/construction	Ch. 16, § The Riemannian Density; source L13069	Because of Exercise 16.46(b), it is customary to denote the Riemannian density simply by d V _g , and to specify when necessary whether the notation refers to a density or a form. If f : M → ℝ is a compactly supported continuous function, the integral of f over M is defined to be textstyle int _M f d V _g . Exercise 16.46 shows that when M is oriented, it does not matter whether we interpret d V _g as the Riemannian volume form or the Riemannian density. (If the orientation of M is changed, then both the integral and d V _g change signs, so the result is the same.) When M is not orientable, however, we have no choice but to interpret it as a density.	unmatched	search	/notation — source terminology/construction	dV_g` density notation/function integration depends on the missing Riemannian density	chapter-16-integration-on-manifolds-fc08.md
FC08-C17-U001	FC08	Definition/convention — de Rham cohomology groups	Definition/convention — de Rham cohomology groups	Ch. 17; source L13307	In Chapter 14 we defined closed and exact forms: a smooth differential form ! is closed if d ω = 0 , and exact if it can be written ω = d η . Because d ∘ d = 0 . every exact form is closed. In this chapter, we explore the implications of the converse question: Is every closed form exact? The answer, in general, is no: in Example 11.48, for instance, we saw a 1-form on the punctured plane that is closed but not exact; the failure of exactness seemed to be a consequence of the “hole” in the center of the domain. For higher-degree forms, the question of which closed forms are exact depends on subtle topological properties of the manifold, connected with the existence of “holes” of higher dimensions. Making this dependence quantitative leads to a new set of invariants of smooth manifolds, called the de Rham cohomology groups, which are the subject of this chapter.	unmatched	search	/convention — de Rham cohomology groups	smooth-manifold de Rham cohomology remains absent; normed-space exterior derivative and generic homology are supplied	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U002	FC08	Convention/notation — de Rham cohomology group in degree p (	Convention/notation — de Rham cohomology group in degree p (	Ch. 17, § The de Rham Cohomology Groups; source L13327	Let M be a smooth manifold with or without boundary, and let p be a nonnegative integer. Because d Omega ^p ( M ) → Omega ^p + 1 ( M ) is linear, its kernel and image are linear subspaces. We define Z ^p (M) = Ker (d: Omega^p (M) arrow Omega^p + 1 (M) ) = text closed p text -forms on M , B ^p (M) = Im (d: Omega^p - 1 (M) arrow Omega^p (M) ) = text exact p text -forms on M . By convention, we consider Omega ^p ( M ) to be the zero vector space when p < 0 or p > n = dim M ; so that, for example, B ^0 ( M ) = 0 and Z ^n ( M ) = Omega ^n ( M ) The fact that every exact form is closed implies that B ^p ( M ) ⊆ Z ^p ( M ) . Thus, it makes sense to define the de Rham cohomology group in degree p (or the pth de Rham group) of M to be the quotient vector space H _dR ^p (M) = (Z ^p (M))/(B ^p (M)). (It is a real vector space, and thus in particular a group under vector addition. Perhaps “de Rham cohomology space” would be a more appropriate term, but because most other cohomology theories produce only groups it is traditional to use the term group in this context as well, bearing in mind that these “groups” are actually real vector spaces.) It is clear that H _d R ^p ( M ) = 0 for p < 0 or p > dim M; because Omega ^p ( M ) = 0 in those cases. For 0 ≤ p ≤ n , the definition implies that H _d R ^p ( M ) = 0 if and only if every closed p-form on M is exact.	unmatched	search	/notation — de Rham cohomology group in degree p (	Z^p`, `B^p`, and `H_dR^p` are generic kernel/range/homology constructions once the manifold de Rham complex exists	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U004	FC08	Definition/convention — cohomology class of	Definition/convention — cohomology class of	Ch. 17, § The de Rham Cohomology Groups; source L13349	The first order of business is to show that the de Rham groups are diffeomorphism invariants. For any closed p - form ω on M; we let Œ! denote the equivalence class of ! in H _d R ^p ( M ) , called the cohomology class of !. If [ ω ] = [ ω ^prime ] (that is, if ! and ω ^prime differ by an exact form), we say that ! and ω ^prime are cohomologous.	unmatched	search	/convention — cohomology class of	cohomology-class/coboundary quotient syntax is generic; the manifold de Rham quotient object is missing	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U011	FC08	Definition/convention — homotopy operator between F *	Definition/convention — homotopy operator between F *	Ch. 17, § Homotopy Invariance; source L13425	In general, if F , G : M → N are smooth maps, a collection of linear maps h : Omega ^p ( N ) → Omega ^p - 1 ( M ) such that (17.3) is satisfied for all ω is called a homotopy operator between F * and G * . (The term cochain homotopy is used frequently in the algebraic topology literature.) The next proposition follows immediately from the argument in the preceding paragraph.	mathlib	reuse	/convention — homotopy operator between F *	homotopy operator is exactly a cochain homotopy	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U017	FC08	Definition/convention — contractible	Definition/convention — contractible	Ch. 17, § Computations Using Homotopy Invariance; source L13510	We can use homotopy invariance to compute a number of de Rham groups. We begin with the simplest case of homotopy equivalence. A topological space X is said to be contractible if the identity map of X is homotopic to a constant map.	mathlib	reuse	/convention — contractible	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U019	FC08	Definition/convention — star-shaped	Definition/convention — star-shaped	Ch. 17, § Computations Using Homotopy Invariance; source L13518	In Theorem 11.49, we showed that every closed 1-form on a star-shaped open subset of ℝ ^n is exact. (Recall that a subset U ⊆ ℝ ^n is said to be star-shaped if there is a point c ∈ U such that for every x ∈ U , the line segment from c to x is entirely contained in U . ) The next theorem is a generalization of that result to forms of all degrees. Despite the apparent specialness of star-shaped domains, this theorem is one of the most important facts about de Rham cohomology.	mathlib	reuse	/convention — star-shaped	star-shaped is exactly Mathlib's `StarConvex` predicate	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U023	FC08	Definition/convention — linear map Phi	Definition/convention — linear map Phi	Ch. 17, § Computations Using Homotopy Invariance; source L13536	Another case in which we can say quite a lot about de Rham cohomology is in degree 1. Suppose M is a connected smooth manifold and q is any point in M Let Hom ( π _1 ( M , q ) , ℝ ) denote the set of group homomorphisms from π _1 ( M , q ) to the additive group R; it is a vector space under pointwise addition of homomorphisms and multiplication by constants. We define a linear map Phi : H _d R ^1 ( M ) → Hom big ( π _1 ( M , q ) , ℝ big ) as follows: given a cohomology class [ ω ] ∈ H _d R ^1 ( bar(M) ) , define φ [ ω ] : π _1 ( M , q ) → ℝ by varPhi [ ω ] [ γ ] = int_tilde(γ) ω , where [ γ ] is any path homotopy class in π _1 ( M , q ) , and tilde(γ) is any piecewise smooth curve representing the same path class.	unmatched	search	/convention — linear map Phi	period homomorphism `Φ:H_dR¹(M)→Hom(π₁(M),ℝ)` lacks manifold line integrals	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U026	FC08	Definition/convention — exact	Definition/convention — exact	Ch. 17, § The Mayer–Vietoris Theorem; source L13602	In the statement of the Mayer–Vietoris theorem, we will use the following standard algebraic terminology. Suppose we are given a sequence of vector spaces and linear maps: … arrow V ^p - 1 xrightarrow F _p - 1 V ^p xrightarrow F _p V ^p + 1 xrightarrow F _p + 1 V ^p + 2 arrow … .tag17.9 Such a sequence is said to be exact if the image of each map is equal to the kernel of the next: for each p Im F _p - 1 = Ker F _p.	mathlib	reuse	/convention — exact	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U027	FC08	Definition/convention — exact	Definition/convention — exact	Ch. 17, § The Mayer–Vietoris Theorem; source L13608	Such a sequence is said to be exact if the image of each map is equal to the kernel of the next: for each p	mathlib	reuse	/convention — exact	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U034	FC08	Definition/convention — generalization of the de Rham cohomology groups using only co	Definition/convention — generalization of the de Rham cohomology groups using only co	Ch. 17, § The Mayer–Vietoris Theorem; source L13701	For some purposes it is useful to define a generalization of the de Rham cohomology groups using only compactly supported forms. Let M be a smooth manifold with or without boundary and let Omega _c ^p ( M ) denote the vector space of compactly supported smooth p-forms on M . The pth compactly supported de Rham cohomology group of M is the quotient space	unmatched	search	/convention — generalization of the de Rham cohomology groups using only co	compactly supported de Rham cohomology is generic homology once a compact-support manifold form complex exists	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U036	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 17, § The Mayer–Vietoris Theorem; source L13717	In general, a smooth map need not pull back compactly supported forms to compactly supported ones, so it does not induce a map on compactly supported cohomology. However, a proper map does pull back compactly supported forms to compactly supported ones, so for a proper smooth map F : M → N there is an induced cohomology map F * : H _c ^p ( N ) → H _c ^p ( M ) for each p	unmatched	search	/convention — source terminology/construction	proper maps preserve compact support topologically; compact-support de Rham pullback remains uninstantiated	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U044	FC08	Definition/convention — degree of a continuous map F	Definition/convention — degree of a continuous map F	Ch. 17, § Degree Theory; source L13864	This proposition allows us to define the degree of a continuous map F : M → N between compact, connected, oriented, smooth n-manifolds, by letting deg F be the degree of any smooth map that is homotopic to F . The Whitney approximation theorem guarantees that there is such a map, and the preceding proposition guarantees that the degree is the same for every map homotopic to F	unmatched	search	/convention — degree of a continuous map F	degree of continuous manifold maps via smooth approximation remains absent	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U047	FC08	Definition/convention — a complex	Definition/convention — a complex	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13908	(In all of our applications, the ring will be either ℤ . , in which case we are looking at abelian groups and homomorphisms, or R, in which case we have vector spaces and linear maps. The terminology of modules is just a convenient way to combine the two cases.) Such a sequence is said to be a complex if the composition of any two successive applications of d is the zero map: d ∘ d = 0 : A ^p → A ^p + 2 foreach p.	mathlib	reuse	/convention — a complex	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U048	FC08	Definition/convention — exact sequence	Definition/convention — exact sequence	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13914	Just as in the case of vector spaces, such a sequence of modules is called an exact sequence if the image of each d is equal to the kernel of the next. Clearly, every exact sequence is a complex, but the converse need not be true.	mathlib	reuse	/convention — exact sequence	exactness is native and its converse-to-complex failure has a native zero-map counterexample	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U049	FC08	Definition/convention — pth cohomology group of A * to be the quotient module	Definition/convention — pth cohomology group of A * to be the quotient module	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13916	Let us denote the sequence (17.12) by A * . If it is a complex, then the image of each map d is contained in the kernel of the next, so we define the pth cohomology group of A * to be the quotient module	mathlib	reuse	/convention — pth cohomology group of A * to be the quotient module	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U050	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13922	It can be thought of as a quantitative measure of the failure of exactness at A ^p . The obvious example is the de Rham complex of a smooth n-manifold M : 0 → Omega^0 (M) xrightarrow d … xrightarrow d Omega^p (M) xrightarrow d Omega^p + 1 (M) xrightarrow d … xrightarrow d Omega^n (M) → 0,	unmatched	search	/convention — source terminology/construction	generic cochain complexes/cohomology are native; the de Rham complex example lacks the manifold differential	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U051	FC08	Definition/convention — cochain complex	Definition/convention — cochain complex	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13928	whose cohomology groups are the de Rham groups of M . (In algebraic topology, a complex as we have defined it is usually called a cochain complex, while a chain complex is defined similarly except that the maps go in the direction of decreasing indices: … → A _p + 1 stackrel ∂ → A _p stackrel ∂ → A _p - 1 → … . In that case, the term homology is used in place of cohomology.)	mathlib	reuse	/convention — cochain complex	chain versus cochain complex terminology is exactly Mathlib's homological-complex shapes	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U052	FC08	Definition/convention — cochain map	Definition/convention — cochain map	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13936	If A * and B * are complexes, a cochain map from A * to B * , denoted by F : A * → B * , is a collection of linear maps F : A ^p → B ^p (it is easiest to use the same symbol for all of the maps) such that the following diagram commutes for each p : beginarrayc … → A ^p xrightarrow d A ^p + 1 → … F Big downarrow Big downarrow F … → B ^p xrightarrow d B ^p + 1 → … . endarray	mathlib	reuse	/convention — cochain map	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U053	FC08	Definition/convention — chain map	Definition/convention — chain map	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13942	The fact that F ∘ d = d ∘ F means that any cochain map induces a linear map on cohomology F * : H ^p ( A * ) → H ^p ( B * ) for each p , , just as in the case of de Rham cohomology. (A map between chain complexes satisfying the analogous relations is called a chain map; the same argument shows that a chain map induces a linear map on homology.)	mathlib	reuse	/convention — chain map	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C17-U054	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 17, § Proof of the Mayer–Vietoris Theorem; source L13944	A short exact sequence of complexes consists of three complexes A * , B * , C * together with cochain maps 0 → A * stackrel F → B * stackrel G → C * → 0 such that each sequence 0 → A ^p xrightarrow F B ^p xrightarrow G C ^p → 0 is exact. This means that F is injective, G is surjective, and Im F = Ker G	mathlib	reuse	/convention — source terminology/construction	exact/equivalent formalization	chapter-17-de-rham-cohomology-fc08.md
FC08-C18-U001	FC08	Definition/convention — dimension of the simplex	Definition/convention — dimension of the simplex	Ch. 18, § Singular Homology; source L14127	We begin with a brief summary of singular homology theory. Suppose v _0 , … , v _p are any p 1 points in some Euclidean space R n . They are said to be affinely independent (or in general position) if they are not contained in any .p 1/-dimensional affine subspace. A geometric p-simplex is a subset of ℝ ^n of the form sum_i = 0 ^p t _i v _i: 0 ≤ t _i ≤ 1 text and sum_i = 0 ^p t _i = 1 , for some p + 1 affinely independent points v _0 , … , v _p . The integer p (one less than the number of vertices) is called the dimension of the simplex. The points v _0 , … , v _p are called its vertices, and the geometric simplex with these vertices is denoted by [ v _0 , … , v _p ] . It is a compact convex set, in fact the smallest convex set containing v _0 , … , v _p . The simplices whose vertices are nonempty subsets of v _0 , … , v _p are called the faces of the simplex. The ( p - 1 ) -dimensional faces are called its boundary faces. There are precisely p + 1 boundary faces, obtained by omitting each of the vertices in turn; the ith boundary face [ v _0 , … , widehat v _i , … , v _p ] (with v _i omitted) is denoted by ∂ _i [ v _0 , … , v _p ] , and is called the face opposite ±b v _i	mathlib	reuse	/convention — dimension of the simplex	geometric simplex data are native convex/affine geometry	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U002	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 18, § Singular Homology; source L14140	The standard p-simplex is the simplex Delta _p = [ e _0 , e _1 , … , e _p ] ⊆ ℝ ^p , where e _0 = 0 and e _i is the i th standard basis vector. For example, Delta _0 = 0 , Delta _1 = [ 0 , 1 ] ， Delta _2 is the triangle with vertices .0; 0/, .1; 0/, and .0; 1/ together with its interior, and Delta _3 is a solid tetrahedron (Fig. 18.1).	mathlib	reuse	/convention — source terminology/construction	the standard simplex is Mathlib’s topological simplex model	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U003	FC08	Definition/convention — singular p-simplex in M	Definition/convention — singular p-simplex in M	Ch. 18, § Singular Homology; source L14142	Let M be a topological space. A continuous map σ : Delta _p M is called a singular p-simplex in M . The singular chain group of M in degree p, denoted by C _p ( M ) , is the free abelian group generated by all singular p-simplices in M . An element of this group, called a singular p-chain, is a finite formal linear combination of singular p-simplices in M with integer coefficients.	mathlib	reuse	/convention — singular p-simplex in M	exact/equivalent formalization	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U004	FC08	Definition/convention — affine singular simplex in M	Definition/convention — affine singular simplex in M	Ch. 18, § Singular Homology; source L14144	One special case that arises frequently is that in which the space M is a convex subset of some Euclidean space ℝ ^m . In that case, for any ordered ( p + 1 ) /-tuple of points ( w _0 , … , w _p ) in M; not necessarily affinely independent, there is a unique affine map from R p to ℝ ^m that takes e _i to w _i for i = 0 , … , p . (The map is easily constructed by first finding a linear map that takes e _i to w _i - w _0 for i = 1 , … , p , and then translating by w _0 . ) The restriction of this affine map to Delta _p is denoted by A ( w _0 , … , w _p ) , and is called an affine singular simplex in M	mathlib	reuse	/convention — affine singular simplex in M	affine singular simplices in convex Euclidean subsets are direct affine-map constructions	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U005	FC08	Definition/convention — i th face map in Delta	Definition/convention — i th face map in Delta	Ch. 18, § Singular Homology; source L14149	For each i = 0 , … , p , we define the i th face map in Delta _p to be the affine singular ( p - 1 ) /-simplex F _i , p : Delta _p - 1 → Delta _p defined by F _i, p = A (e _0, … , widehat e _i, … , e _p ).	mathlib	reuse	/convention — i th face map in Delta	simplex face maps are native coface maps/topological-simplex realizations	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U006	FC08	Definition/convention — source terminology/construction	Definition/convention — source terminology/construction	Ch. 18, § Singular Homology; source L14157	The boundary of a singular p-simplex σ Delta _p M is the singular ( p - 1 ) -chain @σ defined by ∂ σ = sum_i = 0 ^p (- 1) ^i σ ∘ F _i, p.	mathlib	reuse	/convention — source terminology/construction	exact/equivalent formalization	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U007	FC08	Definition/convention — singular boundary operator	Definition/convention — singular boundary operator	Ch. 18, § Singular Homology; source L14163	For example, if σ is a singular 2-simplex, its boundary is a formal sum of three singular 1-simplices with coefficients 1, as indicated in Fig. 18.2. This extends uniquely to a group homomorphism @ C _p ( M ) → C _p - 1 ( M ) , called the singular boundary operator. The basic fact about the boundary operator is the next lemma.	mathlib	reuse	/convention — singular boundary operator	exact/equivalent formalization	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U009	FC08	Definition/convention — cycle	Definition/convention — cycle	Ch. 18, § Singular Homology; source L14175	A singular p-chain c is called a cycle if ∂ c = 0 , and a boundary if c = ∂ b for some singular ( p + 1 ) /-chain b. Let Z _p ( M ) denote the set of singular p-cycles in M; and B _p ( M ) the set of singular p-boundaries. Because @ is a homomorphism, Z _p ( M ) and B _p ( M ) are subgroups of C _p ( M ) , and because ∂ ∘ ∂ = 0 , they satisfy B _p ( M ) ⊆ Z _p ( M ) . The pth singular homology group of M is the quotient group H _p (M) = (Z _p (M))/(B _p (M)). To put it another way, the sequence of abelian groups and homomorphisms … → C _p + 1 (M) xrightarrow ∂ C _p (M) xrightarrow ∂ C _p - 1 (M) → … is a complex, called the singular chain complex, and H _p ( M ) is the pth homology group of this complex. The equivalence class in H _p ( M ) of a singular p-cycle c is called its homology class, and is denoted by Œc. We say that two p-cycles are homologous if they differ by a boundary.	mathlib	reuse	/convention — cycle	exact/equivalent formalization	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U012	FC08	Definition/convention — singular cohomology groups	Definition/convention — singular cohomology groups	Ch. 18, § Singular Cohomology; source L14244	In addition to the singular homology groups, for any topological space M and any abelian group G one can define a closely related sequence of groups H ^p ( M ; G ) called the singular cohomology groups with coefficients in G . The precise definition is unimportant for our purposes; we are only concerned with the special case G = mathbb R , in which case it can be shown that H ^p ( M ; ℝ ) is a real vector space that is naturally isomorphic to the space Hom ( H _p ( M ) , ℝ ) of group homomorphisms from H _p ( M ) into R. (For simplicity, let us take this as our definition of H ^p ( M , ℝ ) . ) Any continuous map F : M → N induces a linear map F * : H ^p ( N ; ℝ ) → H ^p ( M ; ℝ ) defined by ( F * γ ) [ c ] = γ ( F _* [ c ] ) / for each γ ∈ H ^p ( N ; ℝ ) ≅ Hom ( H _p ( N ) , ℝ ) and each singular p-chain c in M . The functorial properties of F _* carry over to cohomology: ( G ∘ F ) * = F * ∘ G * and ( I d _M ) * = I d _H ^p ( M ; ℝ ) . It follows that pth singular cohomology with coefficients in R defines a contravariant functor from the topological category to the category of real vector spaces and linear maps.	mathlib	reuse	/convention — singular cohomology groups	Lee’s real singular cohomology definition as dual singular homology is direct native algebra	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U015	FC08	Definition/convention — smooth chain group in degree p	Definition/convention — smooth chain group in degree p	Ch. 18, § Smooth Singular Homology; source L14274	If M is a smooth manifold, a smooth p-simplex in M is a map σ : Delta _p M that is smooth in the sense that it has a smooth extension to a neighborhood of each point. The subgroup of C _p ( M ) generated by smooth simplices is denoted by C _p ^∞ ( M ) and called the smooth chain group in degree p. Elements of this group, which are finite formal linear combinations of smooth simplices, are called smooth chains. Because the boundary of a smooth simplex is a smooth chain, we can define the pth smooth singular homology group of M to be the quotient group	mathlib	reuse	/convention — smooth chain group in degree p	smooth singular simplex/chain/homology are direct subcomplex constructions	chapter-18-the-de-rham-theorem-fc08.md
FC08-C18-U020	FC08	Definition/convention — integral of	Definition/convention — integral of	Ch. 18, § The de Rham Theorem; source L14505	Suppose M is a smooth manifold, ! is a closed p-form on M; and σ is a smooth p-simplex in M . We define the integral of ! over σ to be int_σ ω = int_ Delta_p σ* ω . This makes sense because Delta _p is a smooth p-submanifold with corners embedded in ℝ ^p , and it inherits the orientation of ℝ ^p . (Or we could just consider Delta _p as a domain of integration in ℝ ^p . ) Observe that when p = 1 , this is the same as the line integral of ! over the smooth curve segment σ : [ 0 , 1 ] → M . If textstyle c = sum _i = 1 ^k c _i σ _i is a smooth p-chain, the integral of ! over c is defined as int_c ω = sum_i = 1 ^k c _i int_ sigma_i ω .	unmatched	search	/convention — integral of	integration of a closed form over a smooth simplex/chain remains blocked by manifold-form integration	chapter-18-the-de-rham-theorem-fc08.md
